ID,出典,問題文,正解,誤答1,誤答2,誤答3,意味・分類タグ,文意訳（ヒント）,解説,,,,,,,,,,,,,,,,
338,2022-3,It is an ( ) area filled with factories and warehouses.,industrial,emergency,instant,environmental,形容詞・工業の,そこは工場や倉庫がいっぱいの工業地帯です。,【正解のポイント】工場がある場所。industrial（工業の、産業の）。industrious（勤勉な）とのひっかけに注意。【紛らわしい選択肢】environmental（環境の）。,,,,,,,,,,,,,,,,
339,2022-3,Do you think it’s going to rain...? - I ( ) it. The rainy season is over...,doubt,blame,pardon,affect,動詞・疑う,雨が降ると思う？ - そうは思わないな（疑わしいな）。梅雨は終わったし...,【正解のポイント】I doubt it.（そうは思わない/たぶんないだろう）。Noの婉曲表現。【紛らわしい選択肢】blame（責める）。,,,,,,,,,,,,,,,,
340,2022-3,"Since Amy and Ben had an argument, there has been a lot of ( ) between them.",tension,survival,privacy,justice,名詞・緊張,エイミーとベンが口論して以来、彼らの間には多くの緊張（張り詰めた空気）があります。,【正解のポイント】仲が悪い状態。tension（緊張）。【紛らわしい選択肢】justice（正義）。,,,,,,,,,,,,,,,,
341,2022-3,Julie’s teacher asked her to ( ) the new textbooks to all of the students.,distribute,respond,negotiate,collapse,動詞・配布する,ジュリーの先生は彼女に、新しい教科書を全生徒に配るよう頼みました。,【正解のポイント】配る。distribute（分配する、配布する）。hand outの堅い語。【紛らわしい選択肢】negotiate（交渉する）、collapse（崩壊する）。,,,,,,,,,,,,,,,,
342,2022-3,Did your teacher ( ) your idea for your science project? - No. He says that I’m not allowed...,approve,confine,compare,abandon,動詞・承認する,先生は理科のプロジェクトのアイデアを承認してくれた？ - ううん、ダメだって...,【正解のポイント】許可する。approve（承認する、賛成する）。approve of ～で「～を良いと認める」。【紛らわしい選択肢】abandon（捨てる）。,,,,,,,,,,,,,,,,
343,2022-3,It was ( ) under a pile of papers on my desk.,buried,dyed,peeled,honored,動詞・埋もれる,それは机の上の書類の山の下に埋もれていました。,【正解のポイント】隠れて見えない状態。buried（埋められた、埋もれた）。発音は[ˈberi]（ベリー）。【紛らわしい選択肢】peeled（皮をむいた）。,,,,,,,,,,,,,,,,
344,2022-3,Many science­fiction authors have written about the ( ) of traveling at the speed of light.,notion,edition,contact,instinct,名詞・概念,多くのSF作家が、光速で移動するという概念（考え）について書いています。,【正解のポイント】考え、観念。notion（概念）。conceptに近い。【紛らわしい選択肢】instinct（本能）。,,,,,,,,,,,,,,,,
345,2022-3,"When Hayley did some research into her ( ), she discovered that one of her great­grandfathers used to work...",ancestors,angels,employees,enemies,名詞・先祖,ヘイリーが先祖について調べたとき、曽祖父の一人が...,【正解のポイント】昔の家族。ancestors（先祖）。descendants（子孫）の対義語。【紛らわしい選択肢】enemies（敵）。,,,,,,,,,,,,,,,,
346,2022-3,The cost to repair all the damage ( ) over $70 million.,amounted to,aimed at,calmed down,checked with,句動詞・総計～になる,被害の修理費用は総額7000万ドル以上に達しました。,【正解のポイント】合計で～になる。amount to + 金額。【紛らわしい選択肢】aimed at（～を狙った）。,,,,,,,,,,,,,,,,
347,2022-3,"Tina, have you ( ) what you’re going to wear for Helen’s wedding?",picked out,called up,occurred to,disposed of,句動詞・選ぶ,ティナ、ヘレンの結婚式に着ていく服を選んだ？,【正解のポイント】選ぶ。picked out。chooseと同じ。【紛らわしい選択肢】disposed of（～を処分した）は準1級頻出。,,,,,,,,,,,,,,,,
348,2022-3,"His business was ( ) his father, Peter, who retired 15 years ago.",inherited from,balanced on,opposed to,prohibited by,動詞・相続する,彼のビジネスは、15年前に引退した父ピーターから引き継がれました（相続されました）。,【正解のポイント】受け継ぐ。inherited from（～から相続する）。【紛らわしい選択肢】prohibited by（～によって禁止される）。,,,,,,,,,,,,,,,,
349,2022-3,Neil tries to keep his work ( ) his private life.,separate from,familiar with,anxious for,equal to,形容詞・切り離された,ニールは仕事と私生活を分けておこうとしています。,【正解のポイント】別々にする。separate from（～から切り離す、～とは別個の）。【紛らわしい選択肢】anxious for（～を切望して）。,,,,,,,,,,,,,,,,
350,2022-3,"In the heavy rain, the ship’s crew members were ( ) of the weather.",at the mercy,on the point,in the hope,off the record,熟語・なすがままに,激しい雨の中、船の乗組員たちは天候のなすがままでした（翻弄されました）。,【正解のポイント】at the mercy of（～のなすがままに）。抵抗できない状態。【紛らわしい選択肢】on the point of（まさに～しようとして）。,,,,,,,,,,,,,,,,
351,2022-3,The British TV drama Coronation Street first went ( ) in 1960.,on the air,in a bit,for a change,at the rate,熟語・放送されて,イギリスのテレビドラマ『コロネーション・ストリート』は1960年に初めて放送されました。,【正解のポイント】放送中で。on the air（放送されて）。【紛らわしい選択肢】for a change（気分転換に）。,,,,,,,,,,,,,,,,
352,2022-3,"It’s small, but it ( ) plenty of heat.",gives off,drops out,runs out,keeps off,句動詞・発する,小さいですが、十分な熱を発します。,【正解のポイント】（熱・光・臭いなどを）出す。give off。emitと同義。【紛らわしい選択肢】run out (of)（使い果たす）。,,,,,,,,,,,,,,,,
353,2022-3,I can’t help ( ) these peanuts. They’re so delicious!,eating,to eat,eat,eaten,文法・動名詞,このピーナッツを食べるのをやめられないわ。すごく美味しい！,【正解のポイント】cannot help ～ing（～せずにはいられない、～してしまう）。,,,,,,,,,,,,,,,,
354,2022-3,"I need to get a present..., and one of those cups would be the ( ) thing.",very,ever,much,so,文法・形容詞,...そのカップの一つはまさにうってつけの物だわ。,【正解のポイント】the very thing（まさにそのもの、うってつけのもの）。名詞を強調する形容詞のvery。,,,,,,,,,,,,,,,,
355,2022-3,"However, she did not arrive ( ) the concert was over.",until,unless,whether,yet,文法・接続詞,しかし、彼女はコンサートが終わるまで到着しませんでした（終わって初めて到着しました）。,【正解のポイント】not ... until ～（～まで...しない＝～して初めて...する）。【紛らわしい選択肢】unless（もし～でなければ）。,,,,,,,,,,,,,,,,
356,2022-1,"In response, the Indian government planned to introduce a ( ) on plastic items...",ban,tax,check,recipe,長文語彙・禁止,それに応じて、インド政府はプラスチック製品に対する禁止令を導入することを計画しました。,【正解のポイント】長文（An Answer in a Teacup）より。introduce a ban on（～に対する禁止令を導入する）。banは動詞・名詞ともに重要。,,,,,,,,,,,,,,,,
357,2022-3,"Much of this story is fiction. However, Johnny Appleseed ( ).",was based on a real person,planted oranges instead,never traveled far,hated apples,長文語彙・実在の人物,この話の多くはフィクションです。しかし、ジョニー・アップルシードは実在の人物に基づいていました。,【正解のポイント】長文（Johnny Appleseed）の空所補充。legend（伝説）とreal person（実在の人物）の対比。,,,,,,,,,,,,,,,,
358,2022-3,A one­meter­wide concrete walkway was built high up... for people to reach the dam...,walkway,highway,tunnel,bridge,長文語彙・歩道,ダムに行くために、幅1メートルのコンクリートの歩道が高いところに作られました。,【正解のポイント】長文（The King's Little Path）のキーワード。walkway（歩道）。pathと同義。,,,,,,,,,,,,,,,,
